Make,Vehicle_Class,Transmission,Fuel_Type,Engine_Size
192.28571428571428,202.68691588785046,232.15782664941784,233.94281914893617,1.4
260.3466898954704,301.373417721519,283.12582781456956,235.23809523809524,3.0
258.5372233400402,301.373417721519,270.48148148148147,233.94281914893617,4.3
200.0958904109589,236.41351888667992,240.12478031634447,263.3981684981685,3.0
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,4.4
252.67680608365018,244.56848030018762,260.4438356164384,233.94281914893617,2.0
258.5372233400402,277.02255639097746,270.48148148148147,233.94281914893617,2.5
191.2621951219512,236.41351888667992,247.36882129277566,233.94281914893617,3.5
207.92934782608697,264.40748031496065,261.76901140684413,233.94281914893617,1.6
260.3466898954704,217.64119601328903,240.12478031634447,233.94281914893617,2.0
260.3466898954704,244.56848030018762,195.17857142857142,233.94281914893617,1.6
252.51497005988023,236.41351888667992,284.73670212765956,263.3981684981685,2.0
258.5372233400402,236.41351888667992,270.48148148148147,233.94281914893617,1.5
265.81481481481484,221.4126659856997,240.12478031634447,233.94281914893617,2.0
388.75,264.40748031496065,261.76901140684413,263.3981684981685,6.7
292.02952029520293,277.02255639097746,284.73670212765956,233.94281914893617,3.6
192.75590551181102,221.4126659856997,232.15782664941784,233.94281914893617,2.5
213.796875,264.40748031496065,232.15782664941784,233.94281914893617,1.6
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,3.5
318.13461538461536,244.56848030018762,240.12478031634447,263.3981684981685,4.7
292.02952029520293,301.373417721519,270.48148148148147,272.62111801242236,4.3
258.5372233400402,236.41351888667992,270.48148148148147,235.23809523809524,1.6
341.5,236.67518248175182,284.73670212765956,263.3981684981685,5.2
260.3466898954704,217.64119601328903,232.15782664941784,233.94281914893617,2.0
151.42857142857142,272.3296398891967,148.5,263.3981684981685,1.0
274.72752808988764,202.68691588785046,274.4891304347826,263.3981684981685,2.0
292.02952029520293,236.41351888667992,247.36882129277566,233.94281914893617,1.5
252.67680608365018,221.4126659856997,261.76901140684413,263.3981684981685,3.0
244.046875,264.40748031496065,296.9220779220779,233.94281914893617,5.7
274.72752808988764,304.436877076412,247.36882129277566,263.3981684981685,3.0
252.51497005988023,304.436877076412,261.76901140684413,263.3981684981685,4.4
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,2.0
252.67680608365018,264.40748031496065,261.76901140684413,263.3981684981685,4.0
277.0888888888889,221.4126659856997,270.48148148148147,272.62111801242236,3.6
242.12403100775194,244.56848030018762,240.12478031634447,263.3981684981685,3.5
213.796875,240.75555555555556,240.12478031634447,233.94281914893617,2.0
254.01149425287358,236.41351888667992,274.4891304347826,263.3981684981685,3.7
200.0958904109589,236.41351888667992,190.75280898876406,233.94281914893617,2.0
223.93115942028984,301.373417721519,240.12478031634447,233.94281914893617,5.7
258.5372233400402,272.3296398891967,259.5844155844156,263.3981684981685,6.2
191.2621951219512,221.4126659856997,240.12478031634447,233.94281914893617,3.5
191.2621951219512,221.4126659856997,173.4813278008299,233.94281914893617,1.5
274.72752808988764,304.436877076412,274.4891304347826,263.3981684981685,4.7
341.5,236.67518248175182,284.73670212765956,263.3981684981685,6.0
223.93115942028984,261.11475409836066,261.76901140684413,233.94281914893617,3.5
237.3755868544601,202.68691588785046,192.2608695652174,263.3981684981685,1.6
274.72752808988764,304.436877076412,247.36882129277566,263.3981684981685,3.0
259.19256756756755,304.436877076412,284.73670212765956,235.23809523809524,3.0
252.67680608365018,236.41351888667992,261.76901140684413,263.3981684981685,2.0
258.5372233400402,304.436877076412,270.48148148148147,233.94281914893617,5.3
258.5372233400402,301.373417721519,270.48148148148147,272.62111801242236,4.3
207.92934782608697,236.41351888667992,240.12478031634447,233.94281914893617,2.0
233.75,221.4126659856997,245.8153846153846,263.3981684981685,2.0
242.12403100775194,221.4126659856997,283.12582781456956,263.3981684981685,3.4
274.72752808988764,244.56848030018762,274.4891304347826,263.3981684981685,3.5
191.2621951219512,217.64119601328903,173.4813278008299,233.94281914893617,2.0
274.72752808988764,272.3296398891967,274.4891304347826,263.3981684981685,3.5
258.5372233400402,277.02255639097746,284.73670212765956,233.94281914893617,3.6
233.75,221.4126659856997,232.15782664941784,263.3981684981685,2.0
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,3.0
358.9032258064516,244.56848030018762,261.76901140684413,263.3981684981685,6.0
192.75590551181102,261.11475409836066,232.15782664941784,233.94281914893617,2.5
252.51497005988023,221.4126659856997,261.76901140684413,263.3981684981685,2.0
265.81481481481484,221.4126659856997,240.12478031634447,233.94281914893617,2.0
192.28571428571428,236.67518248175182,270.48148148148147,233.94281914893617,1.4
213.796875,202.68691588785046,189.2803738317757,233.94281914893617,1.6
260.3466898954704,237.8153846153846,240.12478031634447,233.94281914893617,2.5
292.02952029520293,304.436877076412,270.48148148148147,233.94281914893617,5.3
282.57142857142856,217.64119601328903,261.76901140684413,263.3981684981685,2.0
252.67680608365018,221.4126659856997,261.76901140684413,235.23809523809524,3.0
292.02952029520293,361.5,294.51666666666665,233.94281914893617,4.3
360.7,272.3296398891967,260.4438356164384,263.3981684981685,5.2
249.15656565656565,236.41351888667992,247.36882129277566,233.94281914893617,2.4
258.5372233400402,217.64119601328903,240.12478031634447,263.3981684981685,6.2
292.02952029520293,304.436877076412,270.48148148148147,272.62111801242236,5.3
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,2.0
237.3755868544601,236.41351888667992,232.15782664941784,233.94281914893617,4.0
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,3.0
252.51497005988023,236.41351888667992,261.76901140684413,263.3981684981685,3.0
249.15656565656565,236.41351888667992,232.15782664941784,233.94281914893617,3.6
249.15656565656565,236.41351888667992,284.73670212765956,233.94281914893617,2.0
292.02952029520293,277.02255639097746,270.48148148148147,235.23809523809524,2.8
213.796875,221.4126659856997,189.2803738317757,233.94281914893617,2.0
292.02952029520293,301.373417721519,284.73670212765956,233.94281914893617,5.3
254.01149425287358,202.68691588785046,274.4891304347826,263.3981684981685,3.7
192.75590551181102,221.4126659856997,240.12478031634447,233.94281914893617,2.5
192.28571428571428,272.3296398891967,232.15782664941784,233.94281914893617,1.4
258.5372233400402,277.02255639097746,270.48148148148147,233.94281914893617,2.5
259.19256756756755,272.3296398891967,260.4438356164384,263.3981684981685,2.5
209.84491978609626,304.436877076412,261.76901140684413,233.94281914893617,3.6
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,2.0
244.046875,264.40748031496065,284.73670212765956,272.62111801242236,3.6
252.67680608365018,221.4126659856997,261.76901140684413,263.3981684981685,4.0
258.5372233400402,236.41351888667992,270.48148148148147,233.94281914893617,2.4
218.11764705882354,236.41351888667992,190.75280898876406,233.94281914893617,2.0
209.84491978609626,261.11475409836066,270.48148148148147,233.94281914893617,3.6
252.51497005988023,221.4126659856997,284.73670212765956,263.3981684981685,3.0
388.75,264.40748031496065,261.76901140684413,263.3981684981685,6.6
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,2.0
258.5372233400402,304.436877076412,270.48148148148147,233.94281914893617,5.3
192.28571428571428,202.68691588785046,270.48148148148147,233.94281914893617,1.4
274.72752808988764,272.3296398891967,274.4891304347826,263.3981684981685,4.7
207.92934782608697,217.64119601328903,232.15782664941784,233.94281914893617,1.6
229.94915254237287,304.436877076412,261.76901140684413,263.3981684981685,2.0
254.01149425287358,304.436877076412,192.2608695652174,233.94281914893617,2.5
273.08474576271186,272.3296398891967,261.76901140684413,263.3981684981685,2.0
213.796875,202.68691588785046,240.12478031634447,233.94281914893617,2.0
274.72752808988764,304.436877076412,247.36882129277566,263.3981684981685,4.0
196.57,244.56848030018762,240.12478031634447,263.3981684981685,2.0
259.19256756756755,264.40748031496065,260.4438356164384,263.3981684981685,4.8
294.18055555555554,301.373417721519,284.73670212765956,272.62111801242236,3.6
229.94915254237287,202.68691588785046,261.76901140684413,233.94281914893617,2.0
254.01149425287358,236.41351888667992,192.2608695652174,263.3981684981685,3.5
274.72752808988764,304.436877076412,274.4891304347826,263.3981684981685,4.7
207.92934782608697,221.4126659856997,240.12478031634447,233.94281914893617,2.0
249.15656565656565,236.41351888667992,284.73670212765956,233.94281914893617,2.0
252.67680608365018,272.3296398891967,189.2803738317757,263.3981684981685,2.0
258.5372233400402,264.40748031496065,240.12478031634447,233.94281914893617,2.5
258.5372233400402,304.436877076412,270.48148148148147,272.62111801242236,5.3
260.3466898954704,237.8153846153846,240.12478031634447,233.94281914893617,1.6
192.28571428571428,236.67518248175182,195.17857142857142,233.94281914893617,1.4
223.93115942028984,272.3296398891967,261.76901140684413,263.3981684981685,3.0
260.3466898954704,301.373417721519,240.12478031634447,233.94281914893617,5.0
237.3755868544601,202.68691588785046,232.15782664941784,263.3981684981685,1.6
213.796875,240.75555555555556,270.48148148148147,233.94281914893617,2.0
258.5372233400402,217.64119601328903,240.12478031634447,233.94281914893617,3.6
266.1418439716312,221.4126659856997,261.76901140684413,233.94281914893617,3.6
196.57,221.4126659856997,261.76901140684413,263.3981684981685,2.0
244.046875,221.4126659856997,247.36882129277566,233.94281914893617,3.6
265.81481481481484,237.8153846153846,240.12478031634447,233.94281914893617,2.0
213.796875,264.40748031496065,240.12478031634447,233.94281914893617,2.0
213.796875,264.40748031496065,240.12478031634447,233.94281914893617,2.0
209.84491978609626,217.64119601328903,270.48148148148147,235.23809523809524,2.0
273.08474576271186,236.67518248175182,240.12478031634447,263.3981684981685,5.0
254.01149425287358,244.56848030018762,274.4891304347826,263.3981684981685,3.7
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,5.0
213.796875,264.40748031496065,261.76901140684413,233.94281914893617,3.8
259.19256756756755,236.67518248175182,260.4438356164384,263.3981684981685,3.8
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,3.5
277.0888888888889,264.40748031496065,284.73670212765956,263.3981684981685,6.2
252.51497005988023,221.4126659856997,261.76901140684413,263.3981684981685,3.0
292.02952029520293,301.373417721519,270.48148148148147,263.3981684981685,6.2
252.67680608365018,221.4126659856997,261.76901140684413,263.3981684981685,2.0
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,3.5
233.75,304.436877076412,270.48148148148147,233.94281914893617,3.6
260.3466898954704,244.56848030018762,232.15782664941784,263.3981684981685,5.2
218.11764705882354,221.4126659856997,190.75280898876406,233.94281914893617,3.6
207.92934782608697,236.41351888667992,260.4438356164384,233.94281914893617,1.6
292.02952029520293,301.373417721519,284.73670212765956,233.94281914893617,5.3
274.72752808988764,217.64119601328903,274.4891304347826,263.3981684981685,6.0
229.94915254237287,221.4126659856997,261.76901140684413,233.94281914893617,2.0
292.02952029520293,236.41351888667992,270.48148148148147,272.62111801242236,3.6
223.93115942028984,217.64119601328903,173.4813278008299,233.94281914893617,1.5
258.5372233400402,301.373417721519,270.48148148148147,233.94281914893617,5.3
259.19256756756755,236.41351888667992,305.2439024390244,263.3981684981685,2.0
274.72752808988764,272.3296398891967,247.36882129277566,263.3981684981685,4.7
252.51497005988023,236.41351888667992,261.76901140684413,263.3981684981685,2.0
259.19256756756755,264.40748031496065,255.62222222222223,263.3981684981685,3.0
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,2.0
252.51497005988023,217.64119601328903,232.15782664941784,263.3981684981685,3.0
288.07894736842104,304.436877076412,261.76901140684413,263.3981684981685,3.0
221.66666666666666,221.4126659856997,240.12478031634447,263.3981684981685,3.5
277.0888888888889,304.436877076412,284.73670212765956,233.94281914893617,5.7
196.57,236.67518248175182,232.15782664941784,263.3981684981685,2.0
237.3755868544601,202.68691588785046,232.15782664941784,263.3981684981685,1.6
252.51497005988023,202.68691588785046,261.76901140684413,235.23809523809524,2.0
252.67680608365018,244.56848030018762,260.4438356164384,263.3981684981685,3.0
191.2621951219512,264.40748031496065,232.15782664941784,263.3981684981685,2.0
192.28571428571428,236.67518248175182,195.17857142857142,233.94281914893617,1.4
196.57,272.3296398891967,270.48148148148147,263.3981684981685,1.6
252.67680608365018,221.4126659856997,261.76901140684413,235.23809523809524,3.0
209.84491978609626,221.4126659856997,189.2803738317757,233.94281914893617,3.6
252.67680608365018,221.4126659856997,261.76901140684413,263.3981684981685,4.0
207.92934782608697,217.64119601328903,232.15782664941784,233.94281914893617,1.6
260.3466898954704,301.373417721519,240.12478031634447,233.94281914893617,2.7
273.08474576271186,221.4126659856997,261.76901140684413,263.3981684981685,5.0
237.3755868544601,221.4126659856997,173.4813278008299,233.94281914893617,2.5
258.5372233400402,352.89285714285717,294.51666666666665,272.62111801242236,5.3
218.11764705882354,236.41351888667992,275.11538461538464,233.94281914893617,3.6
252.51497005988023,244.56848030018762,261.76901140684413,263.3981684981685,2.0
260.3466898954704,264.40748031496065,240.12478031634447,233.94281914893617,3.5
192.28571428571428,236.67518248175182,195.17857142857142,233.94281914893617,1.4
237.3755868544601,221.4126659856997,192.2608695652174,263.3981684981685,1.6
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,3.0
192.75590551181102,217.64119601328903,240.12478031634447,233.94281914893617,2.5
192.28571428571428,236.41351888667992,232.15782664941784,233.94281914893617,1.4
274.72752808988764,272.3296398891967,274.4891304347826,263.3981684981685,6.0
258.5372233400402,236.41351888667992,270.48148148148147,272.62111801242236,2.4
258.5372233400402,304.436877076412,313.9642857142857,263.3981684981685,6.2
266.1418439716312,264.40748031496065,261.76901140684413,263.3981684981685,3.0
266.1418439716312,221.4126659856997,261.76901140684413,263.3981684981685,3.6
258.5372233400402,361.5,294.51666666666665,272.62111801242236,5.3
277.0888888888889,221.4126659856997,296.9220779220779,233.94281914893617,3.6
192.75590551181102,236.41351888667992,240.12478031634447,233.94281914893617,2.5
266.1418439716312,221.4126659856997,240.12478031634447,233.94281914893617,3.6
233.75,221.4126659856997,270.48148148148147,233.94281914893617,2.5
252.67680608365018,217.64119601328903,260.4438356164384,263.3981684981685,2.0
252.51497005988023,272.3296398891967,260.4438356164384,263.3981684981685,3.0
229.94915254237287,217.64119601328903,261.76901140684413,233.94281914893617,2.0
274.72752808988764,217.64119601328903,247.36882129277566,263.3981684981685,4.0
266.1418439716312,264.40748031496065,261.76901140684413,263.3981684981685,2.0
288.07894736842104,236.41351888667992,261.76901140684413,235.23809523809524,2.0
292.02952029520293,361.5,294.51666666666665,233.94281914893617,5.3
265.81481481481484,236.41351888667992,261.76901140684413,233.94281914893617,2.7
260.3466898954704,221.4126659856997,240.12478031634447,233.94281914893617,2.0
274.72752808988764,304.436877076412,247.36882129277566,263.3981684981685,4.7
252.51497005988023,264.40748031496065,261.76901140684413,263.3981684981685,3.0
192.75590551181102,236.41351888667992,232.15782664941784,233.94281914893617,2.0
277.0888888888889,221.4126659856997,284.73670212765956,233.94281914893617,5.7
258.5372233400402,277.02255639097746,270.48148148148147,235.23809523809524,2.8
229.94915254237287,202.68691588785046,261.76901140684413,263.3981684981685,2.0
196.57,236.67518248175182,232.15782664941784,263.3981684981685,1.6
223.93115942028984,304.436877076412,275.11538461538464,233.94281914893617,4.0
258.5372233400402,236.41351888667992,270.48148148148147,233.94281914893617,1.5
360.7,272.3296398891967,260.4438356164384,263.3981684981685,5.2
209.84491978609626,217.64119601328903,270.48148148148147,263.3981684981685,3.6
266.1418439716312,202.68691588785046,240.12478031634447,233.94281914893617,3.6
207.92934782608697,236.41351888667992,240.12478031634447,233.94281914893617,2.0
209.84491978609626,217.64119601328903,189.2803738317757,233.94281914893617,2.0
191.2621951219512,236.41351888667992,296.9220779220779,233.94281914893617,3.5
213.796875,236.41351888667992,240.12478031634447,233.94281914893617,2.4
259.19256756756755,236.67518248175182,260.4438356164384,263.3981684981685,3.8
292.02952029520293,304.436877076412,270.48148148148147,233.94281914893617,5.3
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,3.5
258.5372233400402,244.56848030018762,261.76901140684413,263.3981684981685,2.0
209.84491978609626,236.41351888667992,261.76901140684413,233.94281914893617,2.0
213.796875,221.4126659856997,232.15782664941784,233.94281914893617,2.0
294.18055555555554,301.373417721519,284.73670212765956,233.94281914893617,5.7
274.72752808988764,217.64119601328903,274.4891304347826,263.3981684981685,2.0
252.67680608365018,244.56848030018762,260.4438356164384,263.3981684981685,2.5
273.08474576271186,236.41351888667992,245.8153846153846,263.3981684981685,2.0
252.51497005988023,217.64119601328903,284.73670212765956,263.3981684981685,2.0
260.3466898954704,301.373417721519,283.12582781456956,233.94281914893617,2.7
258.5372233400402,301.373417721519,270.48148148148147,233.94281914893617,5.3
274.72752808988764,217.64119601328903,274.4891304347826,263.3981684981685,3.0
273.08474576271186,272.3296398891967,261.76901140684413,263.3981684981685,2.0
274.72752808988764,244.56848030018762,247.36882129277566,263.3981684981685,3.0
252.67680608365018,244.56848030018762,260.4438356164384,233.94281914893617,2.0
191.2621951219512,236.41351888667992,192.2608695652174,233.94281914893617,1.8
249.15656565656565,236.41351888667992,270.48148148148147,233.94281914893617,2.4
196.57,236.67518248175182,270.48148148148147,263.3981684981685,1.6
259.19256756756755,236.67518248175182,259.5844155844156,263.3981684981685,3.0
196.57,244.56848030018762,240.12478031634447,263.3981684981685,1.5
274.72752808988764,217.64119601328903,274.4891304347826,263.3981684981685,2.0
273.08474576271186,221.4126659856997,261.76901140684413,263.3981684981685,5.0
196.57,217.64119601328903,270.48148148148147,263.3981684981685,1.6
207.92934782608697,221.4126659856997,240.12478031634447,233.94281914893617,2.0
318.13461538461536,221.4126659856997,261.76901140684413,263.3981684981685,3.0
260.3466898954704,237.8153846153846,261.76901140684413,233.94281914893617,2.0
213.796875,202.68691588785046,270.48148148148147,233.94281914893617,1.6
260.3466898954704,221.4126659856997,240.12478031634447,233.94281914893617,2.7
252.51497005988023,244.56848030018762,232.15782664941784,263.3981684981685,3.0
223.93115942028984,217.64119601328903,192.2608695652174,233.94281914893617,2.0
196.57,244.56848030018762,232.15782664941784,263.3981684981685,2.0
254.01149425287358,244.56848030018762,232.15782664941784,263.3981684981685,3.7
288.07894736842104,304.436877076412,261.76901140684413,263.3981684981685,3.0
260.3466898954704,301.373417721519,240.12478031634447,233.94281914893617,2.7
252.51497005988023,217.64119601328903,261.76901140684413,263.3981684981685,2.0
260.3466898954704,244.56848030018762,240.12478031634447,233.94281914893617,1.6
209.84491978609626,217.64119601328903,195.17857142857142,233.94281914893617,1.8
260.3466898954704,221.4126659856997,173.4813278008299,233.94281914893617,2.0
266.1418439716312,217.64119601328903,261.76901140684413,263.3981684981685,2.0
252.67680608365018,236.41351888667992,260.4438356164384,263.3981684981685,2.0
274.72752808988764,244.56848030018762,247.36882129277566,263.3981684981685,4.0
192.75590551181102,272.3296398891967,232.15782664941784,263.3981684981685,2.0
277.0888888888889,221.4126659856997,284.73670212765956,263.3981684981685,6.2
196.57,272.3296398891967,232.15782664941784,263.3981684981685,1.6
273.08474576271186,272.3296398891967,261.76901140684413,263.3981684981685,3.0
274.72752808988764,217.64119601328903,247.36882129277566,263.3981684981685,4.0
249.15656565656565,236.41351888667992,270.48148148148147,233.94281914893617,2.4
242.12403100775194,217.64119601328903,190.75280898876406,233.94281914893617,2.0
341.5,272.3296398891967,260.4438356164384,263.3981684981685,6.0
218.11764705882354,236.41351888667992,232.15782664941784,233.94281914893617,2.0
192.75590551181102,217.64119601328903,240.12478031634447,233.94281914893617,2.0
209.84491978609626,202.68691588785046,195.17857142857142,233.94281914893617,2.5
318.13461538461536,221.4126659856997,261.76901140684413,263.3981684981685,3.0
260.3466898954704,301.373417721519,283.12582781456956,235.23809523809524,3.0
249.15656565656565,236.41351888667992,195.17857142857142,233.94281914893617,2.4
229.94915254237287,236.41351888667992,240.12478031634447,233.94281914893617,3.0
200.0958904109589,217.64119601328903,190.75280898876406,233.94281914893617,2.4
259.19256756756755,236.67518248175182,260.4438356164384,263.3981684981685,3.0
252.51497005988023,236.41351888667992,261.76901140684413,263.3981684981685,3.0
196.57,236.67518248175182,232.15782664941784,263.3981684981685,1.5
196.57,221.4126659856997,261.76901140684413,263.3981684981685,2.0
258.5372233400402,301.373417721519,284.73670212765956,233.94281914893617,2.7
294.18055555555554,301.373417721519,284.73670212765956,235.23809523809524,3.0
258.5372233400402,304.436877076412,270.48148148148147,233.94281914893617,5.3
277.0888888888889,221.4126659856997,232.15782664941784,263.3981684981685,6.2
223.93115942028984,277.02255639097746,296.9220779220779,233.94281914893617,4.0
